condition,y,sens,cell_line,product_name,target
"Luminespib(AUY-922,NVP-AUY922)",0.6329409155764171,0.6329409155764171,K562,"Luminespib (AUY-922, NVP-AUY922)",HSP90B1+ctrl
M344,0.719760768080855,0.719760768080855,K562,M344,HDAC8+ctrl
MC1568,0.0,0.0,K562,MC1568,HDAC8+ctrl
MK-0752,0.0,0.0,K562,MK-0752,
MK-5108(VX-689),0.6780418326665612,0.6780418326665612,K562,MK-5108 (VX-689),AURKA+ctrl
MLN8054,4.435301268035374e-06,4.435301268035374e-06,K562,MLN8054,AURKA+ctrl
Maraviroc,0.0,0.0,K562,Maraviroc,CCR5+ctrl
Meprednisone,0.0,0.0,K562,Meprednisone,NR3C1+ctrl
Mercaptopurine(6-MP),0.374266465441214,0.374266465441214,K562,Mercaptopurine (6-MP),HPRT1+ctrl
Mesna,0.0,0.0,K562,Mesna,
Mocetinostat(MGCD0103),0.34386671221586707,0.34386671221586707,K562,Mocetinostat (MGCD0103),HDAC8+ctrl
Momelotinib(CYT387),0.2959872963785942,0.2959872963785942,K562,Momelotinib (CYT387),JAK2+ctrl
MotesanibDiphosphate(AMG-706),3.232892632043516e-06,3.232892632043516e-06,K562,Motesanib Diphosphate (AMG-706),FLT1+ctrl
NVP-BSK8052HCl,0.3569247708766651,0.3569247708766651,K562,NVP-BSK805 2HCl,JAK2+ctrl
Navitoclax(ABT-263),1.0007106114285367,1.0007106114285367,K562,Navitoclax (ABT-263),BCL2+ctrl
Nilotinib(AMN-107),0.566478965632033,0.566478965632033,K562,Nilotinib (AMN-107),ABL1+ctrl
Nintedanib(BIBF1120),0.808142426908245,0.808142426908245,K562,Nintedanib (BIBF 1120),FGFR1+FLT1
ObatoclaxMesylate(GX15-070),0.616121314097246,0.616121314097246,K562,Obatoclax Mesylate (GX15-070),BCL2+ctrl
Ofloxacin,0.0,0.0,K562,Ofloxacin,TOP2A+ctrl
PCI-34051,0.0,0.0,K562,PCI-34051,HDAC8+ctrl
PD173074,0.11185512505190509,0.11185512505190509,K562,PD173074,FGFR1+ctrl
PD98059,0.0,0.0,K562,PD98059,MAP2K1+ctrl
PF-3845,9.429279796968615e-06,9.429279796968615e-06,K562,PF-3845,FAAH+ctrl
PF-573228,0.0,0.0,K562,PF-573228,PTK2+ctrl
PFI-1(PF-6405761),0.3874344395130961,0.3874344395130961,K562,PFI-1 (PF-6405761),BET1+ctrl
PHA-680632,0.427769300111422,0.427769300111422,K562,PHA-680632,AURKA+ctrl
PJ34,0.15211584611734097,0.15211584611734097,K562,PJ34,PARP1+ctrl
Panobinostat(LBH589),0.634656572127333,0.634656572127333,K562,Panobinostat (LBH589),HDAC8+ctrl
"Patupilone(EPO906,EpothiloneB)",0.0020860415817791633,0.0020860415817791633,K562,"Patupilone (EPO906, Epothilone B)",
Pelitinib(EKB-569),0.5623592783729761,0.5623592783729761,K562,Pelitinib (EKB-569),EGFR+ctrl
Pirarubicin,0.14695546259691095,0.14695546259691095,K562,Pirarubicin,TOP2A+ctrl
Pracinostat(SB939),0.502088680750041,0.502088680750041,K562,Pracinostat (SB939),HDAC8+ctrl
Prednisone,0.023860683898928037,0.023860683898928037,K562,Prednisone,NR3C1+ctrl
Quercetin,0.016381788218599147,0.016381788218599147,K562,Quercetin,SRC+ctrl
Quisinostat(JNJ-26481585)2HCl,0.0,0.0,K562,Quisinostat (JNJ-26481585) 2HCl,HDAC8+ctrl
RG108,0.0024231337767139927,0.0024231337767139927,K562,RG108,DNMT1+ctrl
Raltitrexed,0.05212488143333405,0.05212488143333405,K562,Raltitrexed,TYMS+ctrl
Ramelteon,0.0,0.0,K562,Ramelteon,MTNR1A+ctrl
Regorafenib(BAY73-4506),0.600796635386551,0.600796635386551,K562,Regorafenib (BAY 73-4506),RET+FLT1
Resminostat,0.4674808585488309,0.4674808585488309,K562,Resminostat,HDAC8+ctrl
Resveratrol,0.0,0.0,K562,Resveratrol,SIRT1+ctrl
Rigosertib(ON-01910),0.780657763163221,0.780657763163221,K562,Rigosertib (ON-01910),PLK1+ctrl
"Roscovitine(Seliciclib,CYC202)",0.0,0.0,K562,"Roscovitine (Seliciclib,CYC202)",CDK1+ctrl
Roxadustat(FG-4592),0.0,0.0,K562,Roxadustat (FG-4592),HIF1A+ctrl
"Rucaparib(AG-014699,PF-01367338)phosphate",0.0,0.0,K562,"Rucaparib (AG-014699,PF-01367338) phosphate",PARP1+ctrl
Ruxolitinib(INCB018424),0.0,0.0,K562,Ruxolitinib (INCB018424),JAK2+ctrl
S-Ruxolitinib(INCB018424),3.0266770775000396e-05,3.0266770775000396e-05,K562,S-Ruxolitinib (INCB018424),JAK2+ctrl
S3I-201,0.0,0.0,K562,S3I-201,STAT3+ctrl
SB431542,0.0,0.0,K562,SB431542,TGFB1+ctrl
SGI-1776freebase,0.788454942883529,0.788454942883529,K562,SGI-1776 free base,PIM1+ctrl
SL-327,0.0,0.0,K562,SL-327,MAP2K1+ctrl
SNS-314,0.00011972944039917444,0.00011972944039917444,K562,SNS-314,AURKA+ctrl
SRT1720HCl,0.873399428354204,0.873399428354204,K562,SRT1720 HCl,SIRT1+ctrl
SRT2104(GSK2245840),0.0,0.0,K562,SRT2104 (GSK2245840),SIRT2+ctrl
SRT3025HCl,0.03372859072091905,0.03372859072091905,K562,SRT3025 HCl,SIRT1+ctrl
Selisistat(EX527),0.0,0.0,K562,Selisistat (EX 527),SIRT1+ctrl
Sirtinol,0.0,0.0,K562,Sirtinol,SIRT1+ctrl
SodiumPhenylbutyrate,9.425797827811166e-07,9.425797827811166e-07,K562,Sodium Phenylbutyrate,HDAC8+ctrl
SorafenibTosylate,0.507903203868175,0.507903203868175,K562,Sorafenib Tosylate,RAF1+FLT1
Streptozotocin(STZ),0.0,0.0,K562,Streptozotocin (STZ),
TAK-901,0.67261850112138,0.67261850112138,K562,TAK-901,AURKA+ctrl
TG101209,0.686174845556411,0.686174845556411,K562,TG101209,JAK2+ctrl
TGX-221,0.0,0.0,K562,TGX-221,PIK3CA+ctrl
TMP195,1.7173803062986437e-05,1.7173803062986437e-05,K562,TMP195,HDAC8+ctrl
Tacedinaline(CI994),0.3272826435067099,0.3272826435067099,K562,Tacedinaline (CI994),HDAC8+ctrl
Tanespimycin(17-AAG),0.702477140611766,0.702477140611766,K562,Tanespimycin (17-AAG),HSP90B1+ctrl
Tazemetostat(EPZ-6438),0.0,0.0,K562,Tazemetostat (EPZ-6438),ASH1L+ctrl
"Temsirolimus(CCI-779,NSC683864)",0.14257002012792308,0.14257002012792308,K562,"Temsirolimus (CCI-779, NSC 683864)",MTOR+ctrl
Thalidomide,0.0,0.0,K562,Thalidomide,TNFAIP8+ctrl
Thiotepa,0.0,0.0,K562,Thiotepa,
Tie2kinaseinhibitor,0.0,0.0,K562,Tie2 kinase inhibitor,TEK+ctrl
Tofacitinib(CP-690550)Citrate,0.0,0.0,K562,Tofacitinib (CP-690550) Citrate,JAK2+ctrl
ToremifeneCitrate,0.501988909615765,0.501988909615765,K562,Toremifene Citrate,ESR1+ctrl
"Tozasertib(VX-680,MK-0457)",0.44845325746545706,0.44845325746545706,K562,"Tozasertib (VX-680, MK-0457)",AURKA+ctrl
Trametinib(GSK1120212),7.567076181680399e-05,7.567076181680399e-05,K562,Trametinib (GSK1120212),MAP2K1+ctrl
Tranylcypromine(2-PCPA)HCl,0.0,0.0,K562,Tranylcypromine (2-PCPA) HCl,MAOA+ctrl
TriamcinoloneAcetonide,0.0,0.0,K562,Triamcinolone Acetonide,NR3C1+ctrl
TrichostatinA(TSA),0.5952244586467721,0.5952244586467721,K562,Trichostatin A (TSA),HDAC8+ctrl
TubastatinAHCl,0.0,0.0,K562,Tubastatin A HCl,HDAC8+ctrl
Tucidinostat(Chidamide),0.143029596484189,0.143029596484189,K562,Tucidinostat (Chidamide),HDAC8+ctrl
UNC0379,0.233318852213937,0.233318852213937,K562,UNC0379,ASH1L+ctrl
UNC0631,0.050486970815419197,0.050486970815419197,K562,UNC0631,ASH1L+ctrl
UNC1999,0.0,0.0,K562,UNC1999,ASH1L+ctrl
Valproicacidsodiumsalt(Sodiumvalproate),0.0,0.0,K562,Valproic acid sodium salt (Sodium valproate),HDAC8+ctrl
Vandetanib(ZD6474),0.651753443348748,0.651753443348748,K562,Vandetanib (ZD6474),FLT1+ctrl
Veliparib(ABT-888),0.003040142982447036,0.003040142982447036,K562,Veliparib (ABT-888),PARP1+ctrl
WHI-P154,0.15265155886353587,0.15265155886353587,K562,WHI-P154,EGFR+JAK2
WP1066,0.0,0.0,K562,WP1066,JAK2+ctrl
XAV-939,2.0969065800957587e-05,2.0969065800957587e-05,K562,XAV-939,TNKS+ctrl
YM155(SepantroniumBromide),0.740359039700212,0.740359039700212,K562,YM155 (Sepantronium Bromide),BIRC5+ctrl
ZM447439,0.0,0.0,K562,ZM 447439,AURKA+ctrl
Zileuton,0.0,0.0,K562,Zileuton,ALOX5+ctrl
(+)-JQ1,0.0,0.0,MCF7,(+)-JQ1,BRD4+ctrl
2-Methoxyestradiol(2-MeOE2),0.009906728585208024,0.009906728585208024,MCF7,2-Methoxyestradiol (2-MeOE2),HIF1A+ctrl
A-366,0.0,0.0,MCF7,A-366,ASH1L+ctrl
ABT-737,0.043966943138392,0.043966943138392,MCF7,ABT-737,BCL2+ctrl
AC480(BMS-599626),0.0001819813552808025,0.0001819813552808025,MCF7,AC480 (BMS-599626),EGFR+ERBB2
AG-14361,0.02572705969537281,0.02572705969537281,MCF7,AG-14361,PARP1+ctrl
AG-490(TyrphostinB42),9.843464044601014e-05,9.843464044601014e-05,MCF7,AG-490 (Tyrphostin B42),EGFR+ctrl
AICAR(Acadesine),0.0,0.0,MCF7,AICAR (Acadesine),PRKAA2+ctrl
AMG-900,7.347751158481852e-05,7.347751158481852e-05,MCF7,AMG-900,AURKA+ctrl
AR-42,0.0,0.0,MCF7,AR-42,HDAC8+ctrl
AT9283,0.11563571838934705,0.11563571838934705,MCF7,AT9283,AURKA+JAK2
AZ960,0.46501576046762505,0.46501576046762505,MCF7,AZ 960,JAK2+ctrl
AZD1480,0.586281597290411,0.586281597290411,MCF7,AZD1480,JAK2+ctrl
Abexinostat(PCI-24781),0.0,0.0,MCF7,Abexinostat (PCI-24781),HDAC8+ctrl
Alendronatesodiumtrihydrate,0.36170195592336996,0.36170195592336996,MCF7,Alendronate sodium trihydrate,FDPS+ctrl
Alisertib(MLN8237),0.36534165858884904,0.36534165858884904,MCF7,Alisertib (MLN8237),AURKA+ctrl
Altretamine,0.08691432299744417,0.08691432299744417,MCF7,Altretamine,
Alvespimycin(17-DMAG)HCl,0.721086575105068,0.721086575105068,MCF7,Alvespimycin (17-DMAG) HCl,HSP90B1+ctrl
Aminoglutethimide,0.0,0.0,MCF7,Aminoglutethimide,CYP19A1+ctrl
Amisulpride,0.0,0.0,MCF7,Amisulpride,DRD1+ctrl
AnacardicAcid,4.273741079097171e-05,4.273741079097171e-05,MCF7,Anacardic Acid,HAT1+ctrl
Andarine,0.0,0.0,MCF7,Andarine,AR+ctrl
AuroraAInhibitorI,0.004358828063607989,0.004358828063607989,MCF7,Aurora A Inhibitor I,AURKA+ctrl
Avagacestat(BMS-708163),0.0,0.0,MCF7,Avagacestat (BMS-708163),APP+ctrl
Azacitidine,0.0015465221175300359,0.0015465221175300359,MCF7,Azacitidine,DNMT1+ctrl
BMS-265246,0.07109094651845604,0.07109094651845604,MCF7,BMS-265246,CDK1+ctrl
BMS-536924,0.1595128191945191,0.1595128191945191,MCF7,BMS-536924,IGF1R+ctrl
BMS-754807,0.5797245869939329,0.5797245869939329,MCF7,BMS-754807,IGF1R+ctrl
BMS-911543,0.0,0.0,MCF7,BMS-911543,JAK2+ctrl
BRD4770,0.00046336702471316826,0.00046336702471316826,MCF7,BRD4770,ASH1L+ctrl
Barasertib(AZD1152-HQPA),0.046773096693930816,0.046773096693930816,MCF7,Barasertib (AZD1152-HQPA),AURKA+ctrl
"Baricitinib(LY3009104,INCB028050)",0.0,0.0,MCF7,"Baricitinib (LY3009104, INCB028050)",JAK2+ctrl
Belinostat(PXD101),2.472271771969403e-06,2.472271771969403e-06,MCF7,Belinostat (PXD101),HDAC8+ctrl
BisindolylmaleimideIX(Ro31-8220Mesylate),0.9307835836221072,0.9307835836221072,MCF7,Bisindolylmaleimide IX (Ro 31-8220 Mesylate),PRKCA+ctrl
Bosutinib(SKI-606),0.40619036272864506,0.40619036272864506,MCF7,Bosutinib (SKI-606),SRC+ctrl
Busulfan,0.0,0.0,MCF7,Busulfan,
CEP-33779,0.0,0.0,MCF7,CEP-33779,JAK2+ctrl
CUDC-101,0.0013009288608589742,0.0013009288608589742,MCF7,CUDC-101,EGFR+HDAC8
CUDC-907,0.2851957240833779,0.2851957240833779,MCF7,CUDC-907,HDAC8+PIK3CA
CYC116,0.19191419159852596,0.19191419159852596,MCF7,CYC116,AURKA+FLT1
Capecitabine,0.0,0.0,MCF7,Capecitabine,TYMS+ctrl
Carmofur,0.002472300839640784,0.002472300839640784,MCF7,Carmofur,ASAH1+ctrl
Cediranib(AZD2171),0.23118152072616205,0.23118152072616205,MCF7,Cediranib (AZD2171),FLT1+ctrl
Celecoxib,0.0072044111628007945,0.0072044111628007945,MCF7,Celecoxib,PTGS2+ctrl
"Cerdulatinib(PRT062070,PRT2070)",0.1777177737241329,0.1777177737241329,MCF7,"Cerdulatinib (PRT062070, PRT2070)",JAK2+ctrl
Cimetidine,0.012368730799866001,0.012368730799866001,MCF7,Cimetidine,HRH1+ctrl
Clevudine,0.04503796052259479,0.04503796052259479,MCF7,Clevudine,
Costunolide,9.772911252081684e-05,9.772911252081684e-05,MCF7,Costunolide,
Crizotinib(PF-02341066),0.11586837774956305,0.11586837774956305,MCF7,Crizotinib (PF-02341066),ALK+ctrl
Curcumin,0.0,0.0,MCF7,Curcumin,NFKB1+HDAC8
CyclocytidineHCl,0.3021352776050199,0.3021352776050199,MCF7,Cyclocytidine HCl,
Dacinostat(LAQ824),0.0001820440133359913,0.0001820440133359913,MCF7,Dacinostat (LAQ824),HDAC8+ctrl
Danusertib(PHA-739358),0.350894017569072,0.350894017569072,MCF7,Danusertib (PHA-739358),AURKA+ctrl
Daphnetin,0.03526888232923797,0.03526888232923797,MCF7,Daphnetin,EGFR+ctrl
Dasatinib,0.2542967554396859,0.2542967554396859,MCF7,Dasatinib,BCR+ctrl
Decitabine,0.0,0.0,MCF7,Decitabine,
Disulfiram,3.403127410095408e-05,3.403127410095408e-05,MCF7,Disulfiram,ALDH2+ctrl
DivalproexSodium,0.0,0.0,MCF7,Divalproex Sodium,HDAC8+ctrl
Droxinostat,0.0,0.0,MCF7,Droxinostat,HDAC8+ctrl
EED226,0.0,0.0,MCF7,EED226,EED+ctrl
ENMD-2076,0.250676650073435,0.250676650073435,MCF7,ENMD-2076,AURKA+FLT1
ENMD-2076L-(+)-Tartaricacid,0.6607396726091951,0.6607396726091951,MCF7,ENMD-2076 L-(+)-Tartaric acid,AURKA+ctrl
Ellagicacid,0.0,0.0,MCF7,Ellagic acid,TOP2A+ctrl
Entacapone,0.0,0.0,MCF7,Entacapone,ASH1L+ctrl
Entinostat(MS-275),0.0,0.0,MCF7,Entinostat (MS-275),HDAC8+ctrl
Enzastaurin(LY317615),0.0,0.0,MCF7,Enzastaurin (LY317615),PRKCA+ctrl
EpothiloneA,3.213100308296912e-05,3.213100308296912e-05,MCF7,Epothilone A,
FLLL32,0.12324836419837404,0.12324836419837404,MCF7,FLLL32,JAK2+ctrl
Fasudil(HA-1077)HCl,0.0,0.0,MCF7,Fasudil (HA-1077) HCl,ROCK1+ctrl
"Fedratinib(SAR302503,TG101348)",0.620162666067802,0.620162666067802,MCF7,"Fedratinib (SAR302503, TG101348)",JAK2+ctrl
Filgotinib(GLPG0634),0.11144779930176496,0.11144779930176496,MCF7,Filgotinib (GLPG0634),JAK2+ctrl
FlavopiridolHCl,0.841609767824124,0.841609767824124,MCF7,Flavopiridol HCl,CDK1+ctrl
"Fluorouracil(5-Fluoracil,5-FU)",0.0,0.0,MCF7,"Fluorouracil (5-Fluoracil, 5-FU)",TERT+ctrl
Fulvestrant,1.705625888404061e-05,1.705625888404061e-05,MCF7,Fulvestrant,ESR1+ctrl
G007-LK,0.15816533322980697,0.15816533322980697,MCF7,G007-LK,PARP1+ctrl
GSK-LSD12HCl,0.0,0.0,MCF7,GSK-LSD1 2HCl,KDM1A+ctrl
GSK1070916,0.29844565215432195,0.29844565215432195,MCF7,GSK1070916,AURKA+ctrl
GSKJ1,0.0001695535042192109,0.0001695535042192109,MCF7,GSK J1,KDM1A+ctrl
Gandotinib(LY2784544),0.416222284245939,0.416222284245939,MCF7,Gandotinib (LY2784544),JAK2+ctrl
Givinostat(ITF2357),0.014875711028266014,0.014875711028266014,MCF7,Givinostat (ITF2357),HDAC8+ctrl
Glesatinib?(MGCD265),0.15654478674083305,0.15654478674083305,MCF7,Glesatinib?(MGCD265),VEGFB+ctrl
Hesperadin,0.25248628527680006,0.25248628527680006,MCF7,Hesperadin,AURKA+ctrl
INO-1001(3-Aminobenzamide),0.0,0.0,MCF7,INO-1001 (3-Aminobenzamide),PARP1+ctrl
IOX2,1.794606748084515e-05,1.794606748084515e-05,MCF7,IOX2,HIF1A+ctrl
ITSA-1(ITSA1),0.0,0.0,MCF7,ITSA-1 (ITSA1),HDAC8+ctrl
Iniparib(BSI-201),0.00034729063140404026,0.00034729063140404026,MCF7,Iniparib (BSI-201),PARP1+ctrl
Ivosidenib(AG-120),0.02529239781669923,0.02529239781669923,MCF7,Ivosidenib (AG-120),IDH1+ctrl
JNJ-26854165(Serdemetan),0.08470429245733302,0.08470429245733302,MCF7,JNJ-26854165 (Serdemetan),TP53+ctrl
JNJ-7706621,0.019517112919862023,0.019517112919862023,MCF7,JNJ-7706621,AURKA+CDK1
KW-2449,0.42095931048342194,0.42095931048342194,MCF7,KW-2449,AURKA+ctrl
Ki16425,0.0,0.0,MCF7,Ki16425,LPAR1+ctrl
Ki8751,0.07881183847221795,0.07881183847221795,MCF7,Ki8751,FLT1+ctrl
Lapatinib(GW-572016)Ditosylate,0.46142120242542695,0.46142120242542695,MCF7,Lapatinib (GW-572016) Ditosylate,EGFR+ERBB2
Lenalidomide(CC-5013),0.0,0.0,MCF7,Lenalidomide (CC-5013),
Linifanib(ABT-869),0.24918877212870305,0.24918877212870305,MCF7,Linifanib (ABT-869),CSF1R+FLT1
Lomustine,0.0,0.0,MCF7,Lomustine,STMN4+ctrl
"Luminespib(AUY-922,NVP-AUY922)",0.40777870117709203,0.40777870117709203,MCF7,"Luminespib (AUY-922, NVP-AUY922)",HSP90B1+ctrl
M344,0.006073343078824012,0.006073343078824012,MCF7,M344,HDAC8+ctrl
MC1568,0.0,0.0,MCF7,MC1568,HDAC8+ctrl
MK-0752,0.0,0.0,MCF7,MK-0752,
MK-5108(VX-689),0.28307054244060714,0.28307054244060714,MCF7,MK-5108 (VX-689),AURKA+ctrl
MLN8054,6.767852601718971e-05,6.767852601718971e-05,MCF7,MLN8054,AURKA+ctrl
Maraviroc,0.0,0.0,MCF7,Maraviroc,CCR5+ctrl
Meprednisone,0.0,0.0,MCF7,Meprednisone,NR3C1+ctrl
Mercaptopurine(6-MP),0.533780004031801,0.533780004031801,MCF7,Mercaptopurine (6-MP),HPRT1+ctrl
Mesna,0.0,0.0,MCF7,Mesna,
Mocetinostat(MGCD0103),0.0006952433495900356,0.0006952433495900356,MCF7,Mocetinostat (MGCD0103),HDAC8+ctrl
Momelotinib(CYT387),0.484764557041626,0.484764557041626,MCF7,Momelotinib (CYT387),JAK2+ctrl
MotesanibDiphosphate(AMG-706),0.0,0.0,MCF7,Motesanib Diphosphate (AMG-706),FLT1+ctrl
NVP-BSK8052HCl,0.0004422873213921763,0.0004422873213921763,MCF7,NVP-BSK805 2HCl,JAK2+ctrl
Navitoclax(ABT-263),0.38883453466722606,0.38883453466722606,MCF7,Navitoclax (ABT-263),BCL2+ctrl
Nilotinib(AMN-107),3.746154579797878e-05,3.746154579797878e-05,MCF7,Nilotinib (AMN-107),ABL1+ctrl
Nintedanib(BIBF1120),0.3699062025646701,0.3699062025646701,MCF7,Nintedanib (BIBF 1120),FGFR1+FLT1
ObatoclaxMesylate(GX15-070),0.416185288779336,0.416185288779336,MCF7,Obatoclax Mesylate (GX15-070),BCL2+ctrl
Ofloxacin,1.0168707370805663e-05,1.0168707370805663e-05,MCF7,Ofloxacin,TOP2A+ctrl
PCI-34051,0.2045959534381241,0.2045959534381241,MCF7,PCI-34051,HDAC8+ctrl
PD173074,0.14300209686268595,0.14300209686268595,MCF7,PD173074,FGFR1+ctrl
PD98059,0.0,0.0,MCF7,PD98059,MAP2K1+ctrl
PF-3845,6.791192473099006e-05,6.791192473099006e-05,MCF7,PF-3845,FAAH+ctrl
PF-573228,0.0002629024878607611,0.0002629024878607611,MCF7,PF-573228,PTK2+ctrl
PFI-1(PF-6405761),3.341764947983883e-06,3.341764947983883e-06,MCF7,PFI-1 (PF-6405761),BET1+ctrl
PHA-680632,0.3672588560307889,0.3672588560307889,MCF7,PHA-680632,AURKA+ctrl
PJ34,0.0,0.0,MCF7,PJ34,PARP1+ctrl
Panobinostat(LBH589),0.0,0.0,MCF7,Panobinostat (LBH589),HDAC8+ctrl
"Patupilone(EPO906,EpothiloneB)",6.077146070404549e-05,6.077146070404549e-05,MCF7,"Patupilone (EPO906, Epothilone B)",
Pelitinib(EKB-569),0.300375855401949,0.300375855401949,MCF7,Pelitinib (EKB-569),EGFR+ctrl
Pirarubicin,0.37310402558356304,0.37310402558356304,MCF7,Pirarubicin,TOP2A+ctrl
Pracinostat(SB939),1.3344699939965565e-05,1.3344699939965565e-05,MCF7,Pracinostat (SB939),HDAC8+ctrl
Prednisone,0.0,0.0,MCF7,Prednisone,NR3C1+ctrl
Quercetin,3.768441215967755e-06,3.768441215967755e-06,MCF7,Quercetin,SRC+ctrl
Quisinostat(JNJ-26481585)2HCl,4.544251117843956e-06,4.544251117843956e-06,MCF7,Quisinostat (JNJ-26481585) 2HCl,HDAC8+ctrl
RG108,0.0,0.0,MCF7,RG108,DNMT1+ctrl
Raltitrexed,0.0001216185005880055,0.0001216185005880055,MCF7,Raltitrexed,TYMS+ctrl
Ramelteon,0.0,0.0,MCF7,Ramelteon,MTNR1A+ctrl
Regorafenib(BAY73-4506),0.5076219596700251,0.5076219596700251,MCF7,Regorafenib (BAY 73-4506),RET+FLT1
Resminostat,0.04933392414212401,0.04933392414212401,MCF7,Resminostat,HDAC8+ctrl
Resveratrol,0.0,0.0,MCF7,Resveratrol,SIRT1+ctrl
Rigosertib(ON-01910),0.621031365447734,0.621031365447734,MCF7,Rigosertib (ON-01910),PLK1+ctrl
"Roscovitine(Seliciclib,CYC202)",0.085041114884025,0.085041114884025,MCF7,"Roscovitine (Seliciclib,CYC202)",CDK1+ctrl
Roxadustat(FG-4592),0.0,0.0,MCF7,Roxadustat (FG-4592),HIF1A+ctrl
"Rucaparib(AG-014699,PF-01367338)phosphate",0.0003998335394570507,0.0003998335394570507,MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate",PARP1+ctrl
Ruxolitinib(INCB018424),3.0953938220390498e-06,3.0953938220390498e-06,MCF7,Ruxolitinib (INCB018424),JAK2+ctrl
S-Ruxolitinib(INCB018424),0.0,0.0,MCF7,S-Ruxolitinib (INCB018424),JAK2+ctrl
S3I-201,2.100654112602296e-05,2.100654112602296e-05,MCF7,S3I-201,STAT3+ctrl
SB431542,0.0,0.0,MCF7,SB431542,TGFB1+ctrl
SGI-1776freebase,0.4246990265897671,0.4246990265897671,MCF7,SGI-1776 free base,PIM1+ctrl
SL-327,0.00515755650219496,0.00515755650219496,MCF7,SL-327,MAP2K1+ctrl
SNS-314,0.13409169526263998,0.13409169526263998,MCF7,SNS-314,AURKA+ctrl
SRT1720HCl,0.0,0.0,MCF7,SRT1720 HCl,SIRT1+ctrl
SRT2104(GSK2245840),0.0,0.0,MCF7,SRT2104 (GSK2245840),SIRT2+ctrl
SRT3025HCl,0.0,0.0,MCF7,SRT3025 HCl,SIRT1+ctrl
Selisistat(EX527),0.0,0.0,MCF7,Selisistat (EX 527),SIRT1+ctrl
Sirtinol,0.0,0.0,MCF7,Sirtinol,SIRT1+ctrl
SodiumPhenylbutyrate,0.0,0.0,MCF7,Sodium Phenylbutyrate,HDAC8+ctrl
SorafenibTosylate,0.2046072256066429,0.2046072256066429,MCF7,Sorafenib Tosylate,RAF1+FLT1
Streptozotocin(STZ),0.0,0.0,MCF7,Streptozotocin (STZ),
TAK-901,0.516920358289519,0.516920358289519,MCF7,TAK-901,AURKA+ctrl
TG101209,0.568555391752653,0.568555391752653,MCF7,TG101209,JAK2+ctrl
TGX-221,9.881205774830981e-06,9.881205774830981e-06,MCF7,TGX-221,PIK3CA+ctrl
TMP195,0.09335778266078198,0.09335778266078198,MCF7,TMP195,HDAC8+ctrl
Tacedinaline(CI994),3.712175101999726e-05,3.712175101999726e-05,MCF7,Tacedinaline (CI994),HDAC8+ctrl
Tanespimycin(17-AAG),0.43359448410926904,0.43359448410926904,MCF7,Tanespimycin (17-AAG),HSP90B1+ctrl
Tazemetostat(EPZ-6438),0.000255292023662812,0.000255292023662812,MCF7,Tazemetostat (EPZ-6438),ASH1L+ctrl
"Temsirolimus(CCI-779,NSC683864)",0.00015738862396075248,0.00015738862396075248,MCF7,"Temsirolimus (CCI-779, NSC 683864)",MTOR+ctrl
Thalidomide,0.0,0.0,MCF7,Thalidomide,TNFAIP8+ctrl
Thiotepa,0.022700044236950823,0.022700044236950823,MCF7,Thiotepa,
Tie2kinaseinhibitor,0.09622583054484102,0.09622583054484102,MCF7,Tie2 kinase inhibitor,TEK+ctrl
Tofacitinib(CP-690550)Citrate,9.578782592001289e-05,9.578782592001289e-05,MCF7,Tofacitinib (CP-690550) Citrate,JAK2+ctrl
ToremifeneCitrate,0.3287672920851421,0.3287672920851421,MCF7,Toremifene Citrate,ESR1+ctrl
"Tozasertib(VX-680,MK-0457)",0.436226704250548,0.436226704250548,MCF7,"Tozasertib (VX-680, MK-0457)",AURKA+ctrl
Trametinib(GSK1120212),0.0001278658861320059,0.0001278658861320059,MCF7,Trametinib (GSK1120212),MAP2K1+ctrl
Tranylcypromine(2-PCPA)HCl,4.880175199284409e-05,4.880175199284409e-05,MCF7,Tranylcypromine (2-PCPA) HCl,MAOA+ctrl
TriamcinoloneAcetonide,0.0,0.0,MCF7,Triamcinolone Acetonide,NR3C1+ctrl
TrichostatinA(TSA),0.00010215684264802682,0.00010215684264802682,MCF7,Trichostatin A (TSA),HDAC8+ctrl
TubastatinAHCl,8.526578081402558e-05,8.526578081402558e-05,MCF7,Tubastatin A HCl,HDAC8+ctrl
Tucidinostat(Chidamide),0.00017009571915083121,0.00017009571915083121,MCF7,Tucidinostat (Chidamide),HDAC8+ctrl
UNC0379,0.494461154233919,0.494461154233919,MCF7,UNC0379,ASH1L+ctrl
UNC0631,5.249568513099323e-05,5.249568513099323e-05,MCF7,UNC0631,ASH1L+ctrl
UNC1999,0.0,0.0,MCF7,UNC1999,ASH1L+ctrl
Valproicacidsodiumsalt(Sodiumvalproate),2.70852033521507e-05,2.70852033521507e-05,MCF7,Valproic acid sodium salt (Sodium valproate),HDAC8+ctrl
Vandetanib(ZD6474),0.3786876763812801,0.3786876763812801,MCF7,Vandetanib (ZD6474),FLT1+ctrl
Veliparib(ABT-888),0.239635380297195,0.239635380297195,MCF7,Veliparib (ABT-888),PARP1+ctrl
WHI-P154,0.0003484042241608254,0.0003484042241608254,MCF7,WHI-P154,EGFR+JAK2
WP1066,5.5723142862951214e-05,5.5723142862951214e-05,MCF7,WP1066,JAK2+ctrl
